VARIABLES = \
"Time_Iter","Outer_Iter","Inner_Iter",   "rms[Rho_0]"   ,   "rms[Rho_1]"   ,   "rms[Rho_2]"   ,   "rms[Rho_3]"   ,   "rms[Rho_4]"   ,   "rms[Rho_5]"   ,   "rms[Rho_6]"   ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,   "rms[RhoEve]"  
          0,           0,         652,               -32,      -4.271255707,       -4.78869515,      -21.56556406,       -21.9049859,      -16.17036516,               -32,       1.393511285,    -0.03325409179,        4.92085086,       2.304859229
          0,           0,         653,               -32,      -4.271408986,      -4.788848429,      -21.56530186,      -21.90469462,      -16.17054876,               -32,       1.392829234,    -0.03384337826,       4.920068109,       2.305259736
          0,           0,         654,               -32,      -4.271561963,      -4.789001406,      -21.56503981,      -21.90440361,      -16.17072954,               -32,       1.392148191,    -0.03443175809,       4.919286793,       2.305658456
          0,           0,         655,               -32,      -4.271714642,      -4.789154085,      -21.56477791,      -21.90411285,      -16.17090751,               -32,       1.391468152,    -0.03501923422,       4.918506906,       2.306055396
          0,           0,         656,               -32,      -4.271867027,       -4.78930647,      -21.56451615,      -21.90382236,      -16.17108269,               -32,       1.390789113,    -0.03560580954,       4.917728442,       2.306450561
          0,           0,         657,               -32,      -4.272019121,      -4.789458564,      -21.56425453,      -21.90353212,      -16.17125508,               -32,       1.390111073,    -0.03619148696,       4.916951395,       2.306843956
          0,           0,         658,               -32,      -4.272170927,       -4.78961037,      -21.56399306,      -21.90324213,       -16.1714247,               -32,       1.389434027,     -0.0367762694,       4.916175761,       2.307235586
          0,           0,         659,               -32,      -4.272322449,      -4.789761892,      -21.56373173,      -21.90295239,      -16.17159155,               -32,       1.388757972,    -0.03736015976,       4.915401533,       2.307625456
          0,           0,         660,               -32,       -4.27247369,      -4.789913133,      -21.56347054,      -21.90266291,      -16.17175566,               -32,       1.388082905,    -0.03794316087,       4.914628707,       2.308013572
          0,           0,         661,               -32,      -4.272624652,      -4.790064095,      -21.56320949,      -21.90237368,      -16.17191704,               -32,       1.387408823,     -0.0385252756,       4.913857275,       2.308399938
          0,           0,         662,               -32,      -4.272775339,      -4.790214782,      -21.56294859,       -21.9020847,      -16.17207569,               -32,       1.386735723,    -0.03910650681,       4.913087234,       2.308784561
          0,           0,         663,               -32,      -4.272925753,      -4.790365196,      -21.56268782,      -21.90179597,      -16.17223163,               -32,       1.386063601,     -0.0396868573,       4.912318577,       2.309167445
          0,           0,         664,               -32,      -4.273075897,       -4.79051534,      -21.56242719,      -21.90150748,      -16.17238487,               -32,       1.385392455,    -0.04026632988,       4.911551299,       2.309548595
          0,           0,         665,               -32,      -4.273225773,      -4.790665216,       -21.5621667,      -21.90121924,      -16.17253543,               -32,       1.384722282,    -0.04084492732,       4.910785394,       2.309928016
          0,           0,         666,               -32,      -4.273375384,      -4.790814827,      -21.56190635,      -21.90093124,      -16.17268331,               -32,       1.384053078,    -0.04142265241,       4.910020858,       2.310305714
          0,           0,         667,               -32,      -4.273524732,      -4.790964175,      -21.56164614,      -21.90064349,      -16.17282854,               -32,        1.38338484,     -0.0419995079,       4.909257685,       2.310681693
          0,           0,         668,               -32,       -4.27367382,      -4.791113263,      -21.56138606,      -21.90035598,      -16.17297111,               -32,       1.382717565,    -0.04257549653,       4.908495869,       2.311055959
          0,           0,         669,               -32,      -4.273822649,      -4.791262092,      -21.56112611,      -21.90006871,      -16.17311105,               -32,        1.38205125,    -0.04315062101,       4.907735407,       2.311428516
          0,           0,         670,               -32,      -4.273971221,      -4.791410664,       -21.5608663,      -21.89978168,      -16.17324836,               -32,       1.381385892,    -0.04372488403,       4.906976291,        2.31179937
          0,           0,         671,               -32,      -4.274119538,      -4.791558981,      -21.56060663,      -21.89949489,      -16.17338307,               -32,       1.380721489,     -0.0442982883,       4.906218517,       2.312168525
          0,           0,         672,               -32,      -4.274267603,      -4.791707046,      -21.56034709,      -21.89920834,      -16.17351517,               -32,       1.380058037,    -0.04487083646,        4.90546208,       2.312535987
          0,           0,         673,               -32,      -4.274415415,      -4.791854858,      -21.56008768,      -21.89892202,      -16.17364468,               -32,       1.379395532,    -0.04544253119,       4.904706975,        2.31290176
          0,           0,         674,               -32,      -4.274562978,      -4.792002421,       -21.5598284,      -21.89863594,      -16.17377162,               -32,       1.378733973,    -0.04601337512,       4.903953197,        2.31326585
          0,           0,         675,               -32,      -4.274710291,      -4.792149734,      -21.55956926,      -21.89835009,        -16.173896,               -32,       1.378073357,    -0.04658337088,        4.90320074,       2.313628261
          0,           0,         676,               -32,      -4.274857358,        -4.7922968,      -21.55931025,      -21.89806447,      -16.17401783,               -32,       1.377413679,     -0.0471525211,         4.9024496,       2.313988999
          0,           0,         677,               -32,      -4.275004177,       -4.79244362,      -21.55905136,      -21.89777909,      -16.17413712,               -32,       1.376754938,    -0.04772082839,       4.901699772,       2.314348067
          0,           0,         678,               -32,      -4.275150752,      -4.792590195,      -21.55879261,      -21.89749394,      -16.17425388,               -32,        1.37609713,    -0.04828829529,        4.90095125,       2.314705471
          0,           0,         679,               -32,      -4.275297082,      -4.792736525,      -21.55853398,      -21.89720901,      -16.17436813,               -32,       1.375440253,    -0.04885492438,        4.90020403,       2.315061216
          0,           0,         680,               -32,       -4.27544317,      -4.792882613,      -21.55827548,      -21.89692431,      -16.17447988,               -32,       1.374784304,    -0.04942071823,       4.899458106,       2.315415307
          0,           0,         681,               -32,      -4.275589015,      -4.793028458,      -21.55801711,      -21.89663984,      -16.17458914,               -32,       1.374129279,    -0.04998567938,       4.898713475,       2.315767748
          0,           0,         682,               -32,      -4.275734618,      -4.793174061,      -21.55775887,       -21.8963556,      -16.17469592,               -32,       1.373475176,     -0.0505498104,       4.897970131,       2.316118544
          0,           0,         683,               -32,      -4.275879981,      -4.793319424,      -21.55750075,      -21.89607158,      -16.17480024,               -32,       1.372821992,    -0.05111311388,       4.897228068,         2.3164677
          0,           0,         684,               -32,      -4.276025103,      -4.793464546,      -21.55724276,      -21.89578779,       -16.1749021,               -32,       1.372169725,    -0.05167559233,       4.896487284,       2.316815221
          0,           0,         685,               -32,      -4.276169986,      -4.793609429,      -21.55698489,      -21.89550422,      -16.17500152,               -32,       1.371518371,    -0.05223724826,       4.895747772,       2.317161111
          0,           0,         686,               -32,       -4.27631463,      -4.793754073,      -21.55672715,      -21.89522086,      -16.17509851,               -32,       1.370867928,    -0.05279808415,       4.895009528,       2.317505375
          0,           0,         687,               -32,      -4.276459035,      -4.793898478,      -21.55646953,      -21.89493773,      -16.17519309,               -32,       1.370218392,     -0.0533581025,       4.894272548,       2.317848019
          0,           0,         688,               -32,      -4.276603202,      -4.794042645,      -21.55621203,      -21.89465482,      -16.17528526,               -32,       1.369569762,    -0.05391730575,       4.893536826,       2.318189045
          0,           0,         689,               -32,      -4.276747131,      -4.794186574,      -21.55595466,      -21.89437213,      -16.17537503,               -32,       1.368922034,    -0.05447569636,       4.892802358,        2.31852846
          0,           0,         690,               -32,      -4.276890822,      -4.794330265,      -21.55569741,      -21.89408966,      -16.17546243,               -32,       1.368275206,    -0.05503327673,        4.89206914,       2.318866267
          0,           0,         691,               -32,      -4.277034275,      -4.794473718,      -21.55544027,       -21.8938074,      -16.17554746,               -32,       1.367629274,     -0.0555900493,       4.891337166,       2.319202472
          0,           0,         692,               -32,      -4.277177491,      -4.794616934,      -21.55518326,      -21.89352535,      -16.17563013,               -32,       1.366984237,    -0.05614601647,       4.890606433,       2.319537079
          0,           0,         693,               -32,       -4.27732047,      -4.794759913,      -21.55492637,      -21.89324352,      -16.17571045,               -32,       1.366340091,    -0.05670118066,       4.889876935,       2.319870092
          0,           0,         694,               -32,      -4.277463211,      -4.794902654,       -21.5546696,      -21.89296191,      -16.17578844,               -32,       1.365696834,    -0.05725554425,       4.889148669,       2.320201517
          0,           0,         695,               -32,      -4.277605714,      -4.795045157,      -21.55441295,       -21.8926805,      -16.17586411,               -32,       1.365054462,    -0.05780910963,       4.888421629,       2.320531357
          0,           0,         696,               -32,       -4.27774798,      -4.795187423,      -21.55415641,      -21.89239931,      -16.17593747,               -32,       1.364412975,    -0.05836187924,       4.887695812,       2.320859617
          0,           0,         697,               -32,      -4.277890007,       -4.79532945,          -21.5539,      -21.89211832,      -16.17600853,               -32,       1.363772367,    -0.05891385546,       4.886971212,       2.321186302
          0,           0,         698,               -32,      -4.278031797,       -4.79547124,       -21.5536437,      -21.89183755,       -16.1760773,               -32,       1.363132638,    -0.05946504069,       4.886247826,       2.321511417
          0,           0,         699,               -32,      -4.278173348,      -4.795612791,      -21.55338751,      -21.89155698,       -16.1761438,               -32,       1.362493785,    -0.06001543734,       4.885525649,       2.321834965
          0,           0,         700,               -32,       -4.27831466,      -4.795754103,      -21.55313144,      -21.89127662,      -16.17620804,               -32,       1.361855804,    -0.06056504774,       4.884804677,       2.322156951
          0,           0,         701,               -32,      -4.278455734,      -4.795895176,      -21.55287549,      -21.89099647,      -16.17627002,               -32,       1.361218693,    -0.06111387419,       4.884084905,        2.32247738
          0,           0,         702,               -32,      -4.278596568,      -4.796036011,      -21.55261965,      -21.89071652,      -16.17632977,               -32,        1.36058245,    -0.06166191896,       4.883366329,       2.322796256
          0,           0,         703,               -32,      -4.278737162,      -4.796176605,      -21.55236393,      -21.89043677,      -16.17638729,               -32,       1.359947073,    -0.06220918436,       4.882648945,       2.323113583
          0,           0,         704,               -32,      -4.278877516,      -4.796316959,      -21.55210832,      -21.89015723,      -16.17644259,               -32,       1.359312557,    -0.06275567266,       4.881932748,       2.323429366
          0,           0,         705,               -32,      -4.279017629,      -4.796457072,      -21.55185282,      -21.88987789,      -16.17649569,               -32,       1.358678901,    -0.06330138613,       4.881217735,        2.32374361
          0,           0,         706,               -32,        -4.2791575,      -4.796596943,      -21.55159744,      -21.88959875,       -16.1765466,               -32,       1.358046103,    -0.06384632704,       4.880503901,       2.324056318
          0,           0,         707,               -32,       -4.27929713,      -4.796736573,      -21.55134216,      -21.88931981,      -16.17659532,               -32,        1.35741416,    -0.06439049766,       4.879791242,       2.324367495
          0,           0,         708,               -32,      -4.279436517,       -4.79687596,        -21.551087,      -21.88904107,      -16.17664188,               -32,       1.356783068,    -0.06493390027,       4.879079754,       2.324677145
          0,           0,         709,               -32,      -4.279575661,      -4.797015104,      -21.55083195,      -21.88876253,      -16.17668627,               -32,       1.356152827,    -0.06547653708,       4.878369432,       2.324985273
          0,           0,         710,               -32,      -4.279714561,      -4.797154003,      -21.55057701,      -21.88848419,      -16.17672852,               -32,       1.355523433,    -0.06601841031,       4.877660273,       2.325291883
          0,           0,         711,               -32,      -4.279853215,      -4.797292658,      -21.55032218,      -21.88820604,      -16.17676864,               -32,       1.354894883,    -0.06655952216,       4.876952273,       2.325596979
          0,           0,         712,               -32,      -4.279991625,      -4.797431068,      -21.55006746,      -21.88792808,      -16.17680663,               -32,       1.354267176,    -0.06709987481,       4.876245427,       2.325900565
          0,           0,         713,               -32,      -4.280129788,      -4.797569231,      -21.54981284,      -21.88765033,      -16.17684251,               -32,       1.353640309,    -0.06763947046,       4.875539731,       2.326202646
          0,           0,         714,               -32,      -4.280267703,      -4.797707146,      -21.54955834,      -21.88737276,      -16.17687628,               -32,       1.353014279,    -0.06817831127,       4.874835182,       2.326503226
          0,           0,         715,               -32,      -4.280405371,      -4.797844814,      -21.54930394,      -21.88709539,      -16.17690797,               -32,       1.352389083,    -0.06871639942,       4.874131775,       2.326802309
          0,           0,         716,               -32,       -4.28054279,      -4.797982233,      -21.54904965,      -21.88681821,      -16.17693758,               -32,       1.351764721,    -0.06925373706,       4.873429506,         2.3270999
          0,           0,         717,               -32,      -4.280679958,      -4.798119401,      -21.54879546,      -21.88654122,      -16.17696512,               -32,       1.351141188,    -0.06979032634,       4.872728372,       2.327396002
          0,           0,         718,               -32,      -4.280816875,      -4.798256318,      -21.54854138,      -21.88626442,       -16.1769906,               -32,       1.350518483,    -0.07032616939,       4.872028369,        2.32769062
          0,           0,         719,               -32,       -4.28095354,      -4.798392983,      -21.54828741,      -21.88598781,      -16.17701404,               -32,       1.349896603,    -0.07086126834,       4.871329492,       2.327983758
          0,           0,         720,               -32,      -4.281089952,      -4.798529395,      -21.54803354,      -21.88571138,      -16.17703545,               -32,       1.349275546,    -0.07139562532,       4.870631738,       2.328275419
          0,           0,         721,               -32,       -4.28122611,      -4.798665553,      -21.54777978,      -21.88543515,      -16.17705483,               -32,        1.34865531,    -0.07192924243,       4.869935103,       2.328565609
          0,           0,         722,               -32,      -4.281362012,      -4.798801455,      -21.54752612,       -21.8851591,      -16.17707221,               -32,       1.348035892,    -0.07246212176,       4.869239583,       2.328854331
          0,           0,         723,               -32,      -4.281497657,        -4.7989371,      -21.54727256,      -21.88488323,      -16.17708758,               -32,       1.347417289,     -0.0729942654,       4.868545174,       2.329141589
          0,           0,         724,               -32,      -4.281633045,      -4.799072488,      -21.54701911,      -21.88460755,      -16.17710096,               -32,         1.3467995,     -0.0735256754,       4.867851872,       2.329427388
          0,           0,         725,               -32,      -4.281768174,      -4.799207617,      -21.54676575,      -21.88433206,      -16.17711237,               -32,       1.346182521,    -0.07405635385,       4.867159674,       2.329711732
          0,           0,         726,               -32,      -4.281903043,      -4.799342486,      -21.54651251,      -21.88405674,      -16.17712181,               -32,       1.345566352,    -0.07458630283,       4.866468577,       2.329994623
          0,           0,         727,               -32,       -4.28203765,      -4.799477093,      -21.54625936,      -21.88378161,      -16.17712929,               -32,       1.344950989,    -0.07511552445,       4.865778575,       2.330276068
          0,           0,         728,               -32,      -4.282171996,      -4.799611439,      -21.54600631,      -21.88350666,      -16.17713482,               -32,        1.34433643,    -0.07564402074,       4.865089666,       2.330556069
          0,           0,         729,               -32,      -4.282306078,      -4.799745521,      -21.54575336,      -21.88323189,      -16.17713843,               -32,       1.343722672,    -0.07617179375,       4.864401845,        2.33083463
          0,           0,         730,               -32,      -4.282439895,      -4.799879338,      -21.54550052,       -21.8829573,       -16.1771401,               -32,       1.343109714,    -0.07669884549,        4.86371511,       2.331111756
          0,           0,         731,               -32,      -4.282573446,      -4.800012889,      -21.54524777,      -21.88268289,      -16.17713987,               -32,       1.342497554,    -0.07722517799,       4.863029456,       2.331387451
          0,           0,         732,               -32,      -4.282706729,      -4.800146172,      -21.54499512,      -21.88240866,      -16.17713774,               -32,       1.341886188,     -0.0777507933,        4.86234488,       2.331661718
          0,           0,         733,               -32,      -4.282839744,      -4.800279187,      -21.54474257,       -21.8821346,      -16.17713371,               -32,       1.341275615,    -0.07827569339,       4.861661378,       2.331934562
          0,           0,         734,               -32,      -4.282972489,      -4.800411932,      -21.54449012,      -21.88186072,       -16.1771278,               -32,       1.340665833,    -0.07879988026,       4.860978946,       2.332205986
          0,           0,         735,               -32,      -4.283104962,      -4.800544405,      -21.54423776,      -21.88158701,      -16.17712003,               -32,       1.340056838,    -0.07932335594,       4.860297582,       2.332475994
          0,           0,         736,               -32,      -4.283237164,      -4.800676607,       -21.5439855,      -21.88131348,      -16.17711039,               -32,        1.33944863,    -0.07984612241,       4.859617281,       2.332744591
          0,           0,         737,               -32,      -4.283369091,      -4.800808534,      -21.54373334,      -21.88104012,      -16.17709891,               -32,       1.338841205,    -0.08036818164,        4.85893804,       2.333011779
          0,           0,         738,               -32,      -4.283500743,      -4.800940186,      -21.54348128,      -21.88076693,      -16.17708559,               -32,       1.338234562,    -0.08088953558,       4.858259856,       2.333277564
          0,           0,         739,               -32,      -4.283632118,      -4.801071561,      -21.54322931,      -21.88049392,      -16.17707044,               -32,       1.337628699,    -0.08141018617,       4.857582724,       2.333541948
          0,           0,         740,               -32,      -4.283763215,      -4.801202658,      -21.54297743,      -21.88022108,      -16.17705347,               -32,       1.337023612,    -0.08193013535,       4.856906642,       2.333804936
          0,           0,         741,               -32,      -4.283894032,      -4.801333475,      -21.54272565,       -21.8799484,       -16.1770347,               -32,       1.336419301,    -0.08244938505,       4.856231605,       2.334066532
          0,           0,         742,               -32,      -4.284024568,      -4.801464011,      -21.54247397,       -21.8796759,      -16.17701413,               -32,       1.335815762,    -0.08296793719,       4.855557612,       2.334326739
          0,           0,         743,               -32,      -4.284154822,      -4.801594265,      -21.54222238,      -21.87940357,      -16.17699178,               -32,       1.335212994,    -0.08348579366,       4.854884657,       2.334585561
          0,           0,         744,               -32,      -4.284284792,      -4.801724235,      -21.54197088,       -21.8791314,      -16.17696766,               -32,       1.334610994,    -0.08400295641,       4.854212738,       2.334843002
          0,           0,         745,               -32,      -4.284414483,      -4.801853926,      -21.54171948,       -21.8788594,      -16.17694177,               -32,       1.334009761,    -0.08451942857,       4.853541851,       2.335099065
          0,           0,         746,               -32,      -4.284543911,      -4.801983354,      -21.54146816,      -21.87858757,      -16.17691412,               -32,       1.333409291,    -0.08503521494,       4.852871993,       2.335353755
          0,           0,         747,               -32,      -4.284673079,      -4.802112522,      -21.54121694,       -21.8783159,      -16.17688473,               -32,       1.332809583,    -0.08555031756,        4.85220316,       2.335607075
          0,           0,         748,               -32,      -4.284801991,      -4.802241434,      -21.54096581,       -21.8780444,      -16.17685361,               -32,       1.332210635,     -0.0860647383,       4.851535349,       2.335859029
          0,           0,         749,               -32,      -4.284930651,      -4.802370093,      -21.54071478,      -21.87777307,      -16.17682077,               -32,       1.331612444,    -0.08657847905,       4.850868557,       2.336109621
          0,           0,         750,               -32,      -4.285059061,      -4.802498504,      -21.54046383,      -21.87750189,      -16.17678621,               -32,       1.331015008,    -0.08709154168,        4.85020278,       2.336358854
          0,           0,         751,               -32,      -4.285187225,      -4.802626668,      -21.54021297,      -21.87723088,      -16.17674994,               -32,       1.330418326,    -0.08760392803,       4.849538016,       2.336606732
          0,           0,         752,               -32,      -4.285315146,      -4.802754589,      -21.53996221,      -21.87696003,      -16.17671199,               -32,       1.329822395,    -0.08811563995,        4.84887426,       2.336853259
          0,           0,         753,               -32,      -4.285442828,      -4.802882271,      -21.53971153,      -21.87668934,      -16.17667235,               -32,       1.329227212,    -0.08862667927,        4.84821151,       2.337098438
          0,           0,         754,               -32,      -4.285570272,      -4.803009715,      -21.53946094,      -21.87641881,      -16.17663104,               -32,       1.328632777,    -0.08913704783,       4.847549762,       2.337342273
          0,           0,         755,               -32,      -4.285697482,      -4.803136925,      -21.53921044,      -21.87614845,      -16.17658807,               -32,       1.328039087,    -0.08964674745,       4.846889013,       2.337584768
          0,           0,         756,               -32,       -4.28582446,      -4.803263903,      -21.53896003,      -21.87587824,      -16.17654345,               -32,        1.32744614,       -0.09015578,        4.84622926,       2.337825926
          0,           0,         757,               -32,      -4.285951209,      -4.803390652,      -21.53870971,      -21.87560818,      -16.17649718,               -32,       1.326853933,    -0.09066414735,         4.8455705,       2.338065751
          0,           0,         758,               -32,      -4.286077732,      -4.803517175,      -21.53845947,      -21.87533829,      -16.17644928,               -32,       1.326262466,     -0.0911718513,       4.844912729,       2.338304247
          0,           0,         759,               -32,      -4.286204032,      -4.803643475,      -21.53820932,      -21.87506855,      -16.17639975,               -32,       1.325671735,    -0.09167889363,       4.844255945,       2.338541417
          0,           0,         760,               -32,       -4.28633011,      -4.803769552,      -21.53795926,      -21.87479897,      -16.17634862,               -32,        1.32508174,    -0.09218527611,       4.843600144,       2.338777264
          0,           0,         761,               -32,      -4.286455968,      -4.803895411,      -21.53770928,      -21.87452955,      -16.17629588,               -32,       1.324492477,    -0.09269100051,       4.842945324,       2.339011792
          0,           0,         762,               -32,       -4.28658161,      -4.804021053,      -21.53745939,      -21.87426028,      -16.17624154,               -32,       1.323903945,    -0.09319606859,        4.84229148,       2.339245006
          0,           0,         763,               -32,      -4.286707036,      -4.804146479,      -21.53720958,      -21.87399116,      -16.17618562,               -32,       1.323316141,     -0.0937004821,       4.841638611,       2.339476907
          0,           0,         764,               -32,       -4.28683225,      -4.804271693,      -21.53695986,       -21.8737222,      -16.17612813,               -32,       1.322729065,    -0.09420424278,       4.840986712,       2.339707501
          0,           0,         765,               -32,      -4.286957253,      -4.804396696,      -21.53671023,      -21.87345339,      -16.17606908,               -32,       1.322142714,    -0.09470735238,       4.840335782,        2.33993679
          0,           0,         766,               -32,      -4.287082047,       -4.80452149,      -21.53646068,      -21.87318473,      -16.17600846,               -32,       1.321557086,    -0.09520981262,       4.839685816,       2.340164777
          0,           0,         767,               -32,      -4.287206633,      -4.804646076,      -21.53621121,      -21.87291622,      -16.17594631,               -32,       1.320972178,    -0.09571162525,       4.839036812,       2.340391467
          0,           0,         768,               -32,      -4.287331014,      -4.804770457,      -21.53596182,      -21.87264786,      -16.17588262,               -32,        1.32038799,      -0.096212792,       4.838388766,       2.340616863
          0,           0,         769,               -32,      -4.287455192,      -4.804894634,      -21.53571252,      -21.87237965,       -16.1758174,               -32,       1.319804519,    -0.09671331459,       4.837741677,       2.340840968
          0,           0,         770,               -32,      -4.287579166,      -4.805018609,       -21.5354633,      -21.87211159,      -16.17575066,               -32,       1.319221763,    -0.09721319471,        4.83709554,       2.341063785
          0,           0,         771,               -32,      -4.287702941,      -4.805142384,      -21.53521416,      -21.87184368,      -16.17568242,               -32,       1.318639721,    -0.09771243411,       4.836450354,       2.341285319
          0,           0,         772,               -32,      -4.287826516,      -4.805265958,      -21.53496511,      -21.87157592,      -16.17561268,               -32,       1.318058389,    -0.09821103451,       4.835806114,       2.341505572
          0,           0,         773,               -32,      -4.287949893,      -4.805389335,      -21.53471613,       -21.8713083,      -16.17554145,               -32,       1.317477768,     -0.0987089976,       4.835162818,       2.341724549
          0,           0,         774,               -32,      -4.288073073,      -4.805512516,      -21.53446724,      -21.87104083,      -16.17546874,               -32,       1.316897854,    -0.09920632505,       4.834520463,       2.341942251
          0,           0,         775,               -32,      -4.288196058,      -4.805635501,      -21.53421843,      -21.87077351,      -16.17539456,               -32,       1.316318645,    -0.09970301852,       4.833879047,       2.342158683
          0,           0,         776,               -32,      -4.288318849,      -4.805758292,       -21.5339697,      -21.87050633,      -16.17531892,               -32,       1.315740141,     -0.1001990797,       4.833238565,       2.342373849
          0,           0,         777,               -32,      -4.288441447,       -4.80588089,      -21.53372104,       -21.8702393,      -16.17524183,               -32,       1.315162339,     -0.1006945102,       4.832599016,       2.342587751
          0,           0,         778,               -32,      -4.288563852,      -4.806003295,      -21.53347247,      -21.86997241,       -16.1751633,               -32,       1.314585236,     -0.1011893116,       4.831960397,       2.342800392
          0,           0,         779,               -32,      -4.288686067,       -4.80612551,      -21.53322398,      -21.86970566,      -16.17508333,               -32,       1.314008832,     -0.1016834857,       4.831322704,       2.343011777
          0,           0,         780,               -32,      -4.288808092,      -4.806247534,      -21.53297556,      -21.86943906,      -16.17500194,               -32,       1.313433124,     -0.1021770341,       4.830685935,       2.343221909
          0,           0,         781,               -32,      -4.288929927,       -4.80636937,      -21.53272722,      -21.86917259,      -16.17491913,               -32,       1.312858111,     -0.1026699584,       4.830050087,        2.34343079
          0,           0,         782,               -32,      -4.289051574,      -4.806491017,      -21.53247897,      -21.86890627,      -16.17483492,               -32,       1.312283791,     -0.1031622602,       4.829415158,       2.343638424
          0,           0,         783,               -32,      -4.289173034,      -4.806612477,      -21.53223079,      -21.86864009,      -16.17474931,               -32,       1.311710161,     -0.1036539411,       4.828781143,       2.343844814
          0,           0,         784,               -32,      -4.289294307,      -4.806733749,      -21.53198268,      -21.86837405,      -16.17466232,               -32,       1.311137221,     -0.1041450027,       4.828148042,       2.344049965
          0,           0,         785,               -32,      -4.289415393,      -4.806854836,      -21.53173466,      -21.86810815,      -16.17457394,               -32,       1.310564968,     -0.1046354467,        4.82751585,       2.344253878
          0,           0,         786,               -32,      -4.289536295,      -4.806975738,      -21.53148671,      -21.86784239,      -16.17448419,               -32,         1.3099934,     -0.1051252745,       4.826884565,       2.344456557
          0,           0,         787,               -32,      -4.289657011,      -4.807096454,      -21.53123883,      -21.86757676,      -16.17439308,               -32,       1.309422516,      -0.105614488,       4.826254185,       2.344658006
          0,           0,         788,               -32,      -4.289777543,      -4.807216986,      -21.53099103,      -21.86731128,      -16.17430062,               -32,       1.308852314,     -0.1061030886,       4.825624706,       2.344858227
          0,           0,         789,               -32,      -4.289897892,      -4.807337335,      -21.53074331,      -21.86704593,      -16.17420682,               -32,       1.308282792,      -0.106591078,       4.824996127,       2.345057224
          0,           0,         790,               -32,      -4.290018057,        -4.8074575,      -21.53049567,      -21.86678071,      -16.17411168,               -32,       1.307713948,     -0.1070784578,       4.824368443,       2.345255001
          0,           0,         791,               -32,      -4.290138039,      -4.807577482,      -21.53024809,      -21.86651563,      -16.17401521,               -32,       1.307145781,     -0.1075652294,       4.823741653,       2.345451559
          0,           0,         792,               -32,      -4.290257839,      -4.807697282,       -21.5300006,      -21.86625069,      -16.17391743,               -32,       1.306578289,     -0.1080513944,       4.823115754,       2.345646903
          0,           0,         793,               -32,      -4.290377456,      -4.807816899,      -21.52975317,      -21.86598588,      -16.17381833,               -32,        1.30601147,     -0.1085369544,       4.822490743,       2.345841036
          0,           0,         794,               -32,      -4.290496891,      -4.807936334,      -21.52950582,      -21.86572121,      -16.17371794,               -32,       1.305445322,     -0.1090219109,       4.821866618,        2.34603396
          0,           0,         795,               -32,      -4.290616145,      -4.808055587,      -21.52925855,      -21.86545666,      -16.17361625,               -32,       1.304879844,     -0.1095062655,       4.821243375,        2.34622568
          0,           0,         796,               -32,      -4.290735216,      -4.808174659,      -21.52901134,      -21.86519225,      -16.17351328,               -32,       1.304315033,     -0.1099900196,       4.820621013,       2.346416197
          0,           0,         797,               -32,      -4.290854106,      -4.808293549,      -21.52876421,      -21.86492798,      -16.17340903,               -32,       1.303750889,     -0.1104731748,       4.819999529,       2.346605516
          0,           0,         798,               -32,      -4.290972814,      -4.808412257,      -21.52851716,      -21.86466383,      -16.17330352,               -32,       1.303187409,     -0.1109557325,       4.819378919,       2.346793639
          0,           0,         799,               -32,      -4.291091341,      -4.808530784,      -21.52827017,      -21.86439982,      -16.17319675,               -32,       1.302624592,     -0.1114376944,       4.818759182,       2.346980569
          0,           0,         800,               -32,      -4.291209687,       -4.80864913,      -21.52802326,      -21.86413593,      -16.17308872,               -32,       1.302062436,     -0.1119190619,       4.818140315,        2.34716631
          0,           0,         801,               -32,      -4.291327851,      -4.808767294,      -21.52777641,      -21.86387218,      -16.17297946,               -32,       1.301500939,     -0.1123998364,       4.817522315,       2.347350865
          0,           0,         802,               -32,      -4.291445834,      -4.808885277,      -21.52752964,      -21.86360855,      -16.17286896,               -32,       1.300940099,     -0.1128800195,        4.81690518,       2.347534236
          0,           0,         803,               -32,      -4.291563635,      -4.809003078,      -21.52728294,      -21.86334506,      -16.17275724,               -32,       1.300379916,     -0.1133596126,       4.816288907,       2.347716427
          0,           0,         804,               -32,      -4.291681254,      -4.809120697,      -21.52703631,      -21.86308169,       -16.1726443,               -32,       1.299820387,     -0.1138386172,       4.815673494,       2.347897441
          0,           0,         805,               -32,      -4.291798692,      -4.809238135,      -21.52678976,      -21.86281845,      -16.17253015,               -32,        1.29926151,     -0.1143170348,       4.815058938,       2.348077281
          0,           0,         806,               -32,      -4.291915949,      -4.809355392,      -21.52654327,      -21.86255533,       -16.1724148,               -32,       1.298703285,     -0.1147948669,       4.814445237,       2.348255949
          0,           0,         807,               -32,      -4.292033023,      -4.809472466,      -21.52629685,      -21.86229235,      -16.17229826,               -32,       1.298145708,     -0.1152721149,       4.813832388,        2.34843345
          0,           0,         808,               -32,      -4.292149915,      -4.809589358,       -21.5260505,      -21.86202948,      -16.17218053,               -32,       1.297588779,     -0.1157487804,       4.813220389,       2.348609785
          0,           0,         809,               -32,      -4.292266625,      -4.809706068,      -21.52580421,      -21.86176675,      -16.17206162,               -32,       1.297032496,     -0.1162248648,       4.812609237,       2.348784959
