VARIABLES = \
"Time_Iter","Outer_Iter","Inner_Iter",   "rms[Rho_0]"   ,   "rms[Rho_1]"   ,   "rms[Rho_2]"   ,   "rms[Rho_3]"   ,   "rms[Rho_4]"   ,   "rms[Rho_5]"   ,   "rms[Rho_6]"   ,   "rms[Rho_7]"   ,   "rms[Rho_8]"   ,   "rms[Rho_9]"   ,   "rms[Rho_10]"  ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,   "rms[RhoEve]"  ,     "rms[nu]"    
          0,           0,         166,      -24.61936586,      -4.777796789,      -5.295236676,      -13.61910185,      -13.92272439,      -10.67695842,      -17.19718582,      -23.02953136,      -15.85510896,      -16.14157848,      -19.77830632,     -0.4114829054,      -1.292725319,        3.22678411,      0.2006025949,     -0.2226719091
          0,           0,         167,      -24.60618331,       -4.77828031,        -5.2957202,      -13.61353638,      -13.91708033,      -10.67392573,      -17.19739368,      -23.02969788,       -15.8553169,      -16.14157848,      -19.77860952,     -0.4119942592,      -1.293347033,       3.225945038,      0.2006372177,     -0.2235665539
          0,           0,         168,      -24.59307333,      -4.778761873,      -5.296201766,      -13.60800291,      -13.91146825,      -10.67090971,      -17.19760084,      -23.02986347,      -15.85552414,      -16.14157848,      -19.77891101,     -0.4125047513,      -1.293969025,        3.22510707,       0.200671842,     -0.2244608298
          0,           0,         169,      -24.58003509,      -4.779241493,       -5.29668139,      -13.60250107,      -13.90588776,      -10.66791017,       -17.1978073,      -23.03002808,      -15.85573068,      -16.14157848,      -19.77921082,     -0.4130143858,      -1.294591277,       3.224270201,      0.2007064715,     -0.2253547364
          0,           0,         170,       -24.5670678,      -4.779719189,      -5.297159089,      -13.59703051,      -13.90033853,      -10.66492693,      -17.19801307,      -23.03019166,      -15.85593653,      -16.14157848,      -19.77950896,     -0.4135231664,      -1.295213771,       3.223434428,      0.2007411101,     -0.2262482733
          0,           0,         171,      -24.55417068,      -4.780194975,      -5.297634878,      -13.59159086,      -13.89482018,       -10.6619598,      -17.19821815,      -23.03035416,      -15.85614169,      -16.14157848,      -19.77980546,     -0.4140310972,      -1.295836492,       3.222599749,      0.2007757618,     -0.2271414401
          0,           0,         172,      -24.54134295,       -4.78066887,      -5.298108776,      -13.58618178,      -13.88933237,      -10.65900861,      -17.19842256,      -23.03051552,      -15.85634618,      -16.14157848,      -19.78010033,     -0.4145381819,      -1.296459423,       3.221766159,      0.2008104304,     -0.2280342366
          0,           0,         173,      -24.52858384,      -4.781140887,      -5.298580797,      -13.58080293,      -13.88387475,      -10.65607319,      -17.19862629,      -23.03067569,      -15.85654998,      -16.14157848,      -19.78039359,     -0.4150444242,      -1.297082546,       3.220933655,      0.2008451197,     -0.2289266629
          0,           0,         174,      -24.51589263,      -4.781611044,      -5.299050957,      -13.57545396,      -13.87844698,      -10.65315336,      -17.19799413,      -23.03083097,      -15.85591785,      -16.14089264,      -19.77986661,     -0.4155498279,      -1.297705847,       3.220102234,      0.2008798336,     -0.2298187189
          0,           0,         175,      -24.50326856,      -4.782079357,      -5.299519272,      -13.57013455,      -13.87304872,      -10.65024896,      -17.19641819,      -23.03098065,      -15.85434188,      -16.13947189,       -19.7784121,     -0.4160543965,      -1.298329308,       3.219271894,      0.2009145761,     -0.2307104081
          0,           0,         176,      -24.49071091,      -4.782545839,      -5.299985758,      -13.56484436,      -13.86767975,      -10.64735981,      -17.19916011,      -23.03114832,      -15.85708404,      -16.14151122,      -19.78119198,     -0.4165581338,      -1.298952915,        3.21844263,       0.200949351,     -0.2316017321
          0,           0,         177,      -24.47821898,      -4.783010508,       -5.30045043,      -13.55958309,      -13.86233961,      -10.64448576,      -17.19943264,      -23.03130306,      -15.85735665,      -16.14157577,      -19.78154903,     -0.4170610433,      -1.299576652,       3.217614439,      0.2009841623,     -0.2324926881
          0,           0,         178,      -24.46579207,      -4.783473377,      -5.300913302,       -13.5543504,      -13.85702803,      -10.64162665,      -17.19963425,      -23.03145631,      -15.85755834,       -16.1415783,      -19.78183565,     -0.4175631285,      -1.300200505,       3.216787319,      0.2010190138,     -0.2333832679
          0,           0,         179,      -24.45342949,      -4.783934461,       -5.30137439,        -13.549146,      -13.85174472,      -10.63878231,      -17.19983382,      -23.03160804,      -15.85775799,      -16.14157846,      -19.78211941,     -0.4180643928,      -1.300824457,       3.215961267,      0.2010539096,     -0.2342734623
          0,           0,         180,      -24.44113057,      -4.784393776,      -5.301833708,      -13.54396957,      -13.84648936,       -10.6359526,       -17.2000329,      -23.03175812,      -15.85795715,      -16.14157848,      -19.78240183,     -0.4185648397,      -1.301448495,       3.215136278,      0.2010888534,       -0.23516327
          0,           0,         181,      -24.42889463,      -4.784851336,      -5.302291271,      -13.53882082,      -13.84126165,      -10.63313736,       -17.2002314,      -23.03190647,      -15.85815574,      -16.14157848,      -19.78268283,     -0.4190644725,      -1.302072604,       3.214312352,      0.2011238493,     -0.2360526901
          0,           0,         182,      -24.41672102,      -4.785307154,      -5.302747093,      -13.53369945,       -13.8360613,      -10.63033644,       -17.2004293,        -23.032053,      -15.85835371,      -16.14157849,       -19.7829624,     -0.4195632945,      -1.302696769,       3.213489483,      0.2011589012,     -0.2369417214
          0,           0,         183,      -24.40460911,      -4.785761246,      -5.303201188,      -13.52860517,      -13.83088802,      -10.62754969,      -17.20062658,      -23.03219764,      -15.85855107,      -16.14157849,      -19.78324054,     -0.4200613091,      -1.303320977,       3.212667671,       0.201194013,     -0.2378303629
          0,           0,         184,      -24.39255825,      -4.786213625,       -5.30365357,       -13.5235377,      -13.82574152,      -10.62477696,      -17.20082325,      -23.03234031,      -15.85874782,      -16.14157849,      -19.78351726,     -0.4205585194,      -1.303945214,       3.211846911,      0.2012291888,     -0.2387186134
          0,           0,         185,      -24.38056782,      -4.786664305,      -5.304104252,      -13.51849675,      -13.82062153,      -10.62201812,      -17.20101932,      -23.03248091,      -15.85894397,      -16.14157849,      -19.78379258,     -0.4210549287,      -1.304569466,         3.2110272,      0.2012644325,      -0.239606472
          0,           0,         186,      -24.36863721,      -4.787113299,       -5.30455325,      -13.51348205,      -13.81552776,      -10.61927302,      -17.20121478,      -23.03261935,      -15.85913951,      -16.14157849,      -19.78406653,     -0.4215505401,       -1.30519372,       3.210208537,       0.201299748,     -0.2404939374
          0,           0,         187,      -24.35676581,       -4.78756062,      -5.305000575,      -13.50849332,      -13.81045995,      -10.61654152,      -17.20140965,      -23.03275555,      -15.85933446,      -16.14157849,       -19.7843391,     -0.4220453568,      -1.305817963,       3.209390918,      0.2013351394,     -0.2413810086
          0,           0,         188,      -24.34495302,      -4.788006283,      -5.305446241,       -13.5035303,      -13.80541783,      -10.61382349,      -17.20160392,      -23.03288939,      -15.85952881,      -16.14157849,      -19.78461031,     -0.4225393818,      -1.306442181,       3.208574341,      0.2013706106,     -0.2422676844
          0,           0,         189,      -24.33319827,        -4.7884503,      -5.305890261,      -13.49859272,      -13.80040113,       -10.6111188,      -17.20179761,      -23.03302077,      -15.85972258,      -16.14157849,      -19.78488019,     -0.4230326182,      -1.307066362,       3.207758802,      0.2014061656,     -0.2431539638
          0,           0,         190,      -24.32150097,      -4.788892684,      -5.306332648,      -13.49368033,      -13.79540959,       -10.6084273,      -17.20199071,      -23.03314959,      -15.85991576,      -16.14157849,      -19.78514875,     -0.4235250689,      -1.307690493,         3.2069443,      0.2014418086,     -0.2440398457
          0,           0,         191,      -24.30986056,      -4.789333448,      -5.306773415,      -13.48879286,      -13.79044297,      -10.60574887,      -17.20218324,      -23.03327573,      -15.86010837,      -16.14157849,        -19.785416,      -0.424016737,      -1.308314562,       3.206130831,      0.2014775433,     -0.2449253288
          0,           0,         192,      -24.29827647,      -4.789772604,      -5.307212574,      -13.48393006,        -13.785501,      -10.60308338,       -17.2023752,      -23.03339908,       -15.8603004,      -16.14157849,      -19.78568195,     -0.4245076254,      -1.308938556,       3.205318394,       0.201513374,     -0.2458104122
          0,           0,         193,      -24.28674816,      -4.790210165,      -5.307650139,      -13.47909169,      -13.78058344,       -10.6004307,      -17.20256658,       -23.0335195,      -15.86049187,      -16.14157849,      -19.78594663,     -0.4249977369,      -1.309562463,       3.204506984,      0.2015493046,     -0.2466950946
          0,           0,         194,      -24.27527508,      -4.790646143,       -5.30808612,      -13.47427751,      -13.77569005,      -10.59779072,      -17.20275741,      -23.03363687,      -15.86068277,      -16.14157849,      -19.78621004,     -0.4254870745,      -1.310186272,         3.2036966,      0.2015853392,      -0.247579375
          0,           0,         195,       -24.2638567,       -4.79108055,       -5.30852053,      -13.46948726,      -13.77082058,       -10.5951633,      -17.20294768,      -23.03375106,      -15.86087312,      -16.14157849,       -19.7864722,      -0.425975641,       -1.31080997,        3.20288724,      0.2016214818,     -0.2484632522
          0,           0,         196,      -24.25249248,      -4.791513399,      -5.308953382,      -13.46472073,       -13.7659748,      -10.59254833,      -17.20313739,      -23.03386193,      -15.86106291,      -16.14157849,      -19.78673313,     -0.4264634391,      -1.311433546,         3.2020789,      0.2016577365,     -0.2493467252
          0,           0,         197,      -24.24118192,        -4.7919447,      -5.309384687,      -13.45997766,      -13.76115248,      -10.58994568,      -17.20332655,      -23.03396932,      -15.86125216,      -16.14157849,      -19.78699283,     -0.4269504717,      -1.312056989,       3.201271579,      0.2016941073,     -0.2502297929
          0,           0,         198,       -24.2299245,      -4.792374466,      -5.309814456,      -13.45525783,      -13.75635339,      -10.58735524,      -17.20351517,      -23.03407309,      -15.86144086,      -16.14157849,      -19.78725132,     -0.4274367415,      -1.312680287,       3.200465274,      0.2017305982,     -0.2511124542
          0,           0,         199,      -24.21871971,      -4.792802709,      -5.310242702,      -13.45056102,       -13.7515773,       -10.5847769,      -17.20370326,      -23.03417306,      -15.86162902,      -16.14157849,      -19.78750862,     -0.4279222511,      -1.313303429,       3.199659982,      0.2017672135,     -0.2519947081
          0,           0,         200,      -24.20756706,      -4.793229439,      -5.310669436,        -13.445887,      -13.74682399,      -10.58221053,       -17.2038908,      -23.03426909,      -15.86181664,      -16.14157849,      -19.78776474,     -0.4284070032,      -1.313926404,       3.198855701,      0.2018039571,      -0.252876554
          0,           0,         201,      -24.19646606,      -4.793654669,      -5.311094668,      -13.44123556,      -13.74209324,      -10.57965604,      -17.20407782,      -23.03436099,      -15.86200374,      -16.14157849,      -19.78801969,     -0.4288910006,      -1.314549202,       3.198052429,      0.2018408331,     -0.2537579913
          0,           0,         202,      -24.18541622,      -4.794078408,      -5.311518411,      -13.43660647,      -13.73738483,      -10.57711329,      -17.20426431,      -23.03444858,       -15.8621903,      -16.14157849,      -19.78827348,     -0.4293742458,      -1.315171812,       3.197250163,      0.2018778457,     -0.2546390201
          0,           0,         203,      -24.17441708,      -4.794500669,      -5.311940675,      -13.43199952,      -13.73269855,       -10.5745822,      -17.20445027,      -23.03453166,      -15.86237635,      -16.14157849,      -19.78852613,     -0.4298567413,      -1.315794223,       3.196448902,       0.201914999,     -0.2555196414
          0,           0,         204,      -24.16346816,      -4.794921461,      -5.312361471,       -13.4274145,      -13.72803419,      -10.57206264,      -17.20463572,      -23.03461005,      -15.86256188,      -16.14157849,      -19.78877765,     -0.4303384899,      -1.316416425,       3.195648642,      0.2019522969,     -0.2563998581
          0,           0,         205,      -24.15256901,      -4.795340797,       -5.31278081,      -13.42285121,      -13.72339154,      -10.56955452,      -17.20433521,       -23.0346814,      -15.86226141,      -16.14119658,      -19.78854702,     -0.4308194939,      -1.317038409,       3.194849383,      0.2019897438,     -0.2572796755
          0,           0,         206,      -24.14171915,      -4.795758685,      -5.313198702,      -13.41830944,       -13.7187704,      -10.56705773,      -17.20499585,      -23.03475188,      -15.86292217,      -16.14156979,      -19.78926821,     -0.4312997558,      -1.317660163,        3.19405112,      0.2020273436,      -0.258159103
          0,           0,         207,      -24.13091816,      -4.796175138,      -5.313615158,      -13.41378899,      -13.71417058,      -10.56457216,      -17.20518894,      -23.03481486,      -15.86311533,      -16.14157829,      -19.78952548,     -0.4317792783,      -1.318281678,       3.193253853,      0.2020651006,     -0.2590381563
          0,           0,         208,      -24.12016557,      -4.796590165,      -5.314030188,      -13.40928965,      -13.70959185,      -10.56209771,      -17.20461603,      -23.03486891,      -15.86254244,      -16.14097551,      -19.78902256,     -0.4322580637,      -1.318902944,       3.192457579,      0.2021030188,     -0.2599168589
          0,           0,         209,      -24.10946097,      -4.797003776,      -5.314443802,      -13.40481124,      -13.70503404,      -10.55963429,      -17.20387687,      -23.03491651,      -15.86180328,      -16.14025884,      -19.78835351,     -0.4327361145,      -1.319523952,       3.191662295,      0.2021411024,      -0.260795244
          0,           0,         210,      -24.09880391,      -4.797415982,      -5.314856011,      -13.40035356,      -13.70049696,      -10.55718179,      -17.20457001,      -23.03496439,      -15.86249654,      -16.14066386,      -19.78910483,     -0.4332134331,      -1.320144692,       3.190868001,      0.2021793555,     -0.2616733543
          0,           0,         211,      -24.08819397,      -4.797826792,      -5.315266825,      -13.39591642,      -13.69598042,      -10.55474013,      -17.20586593,      -23.03500831,      -15.86379263,      -16.14153242,      -19.79045429,     -0.4336900219,      -1.320765155,       3.190074693,      0.2022177823,     -0.2625512376
          0,           0,         212,      -24.07763073,      -4.798236217,      -5.315676253,      -13.39149964,      -13.69148421,      -10.55230919,      -17.20609871,      -23.03504085,      -15.86402549,      -16.14157615,      -19.79074813,     -0.4341658833,      -1.321385332,       3.189282369,       0.202256387,     -0.2634289366
          0,           0,         213,      -24.06711378,      -4.798644265,      -5.316084305,      -13.38710302,      -13.68700816,      -10.54988888,      -17.20628126,      -23.03506642,      -15.86420812,      -16.14157837,      -19.79099157,     -0.4346410197,      -1.322005215,       3.188491028,      0.2022951736,     -0.2643064747
          0,           0,         214,      -24.05664272,      -4.799050889,      -5.316490932,      -13.38272638,       -13.6825521,      -10.54747912,      -17.20646162,      -23.03508479,      -15.86438856,      -16.14157848,      -19.79123231,     -0.4351154141,      -1.322624793,       3.187700682,      0.2023341464,     -0.2651838421
          0,           0,         215,      -24.04621713,      -4.799456077,      -5.316896123,      -13.37836956,      -13.67811582,      -10.54507982,      -17.20568874,      -23.03509154,      -15.86361567,      -16.14084833,      -19.79052513,     -0.4355890618,      -1.323244059,       3.186911335,      0.2023733094,      -0.266060993
          0,           0,         216,      -24.03583663,      -4.799859838,      -5.317299887,      -13.37403235,      -13.67369917,      -10.54269086,      -17.20619248,      -23.03509604,      -15.86411952,      -16.14109865,      -19.79108605,     -0.4360619653,      -1.323863003,       3.186122985,       0.202412667,     -0.2669378542
          0,           0,         217,      -24.02550082,      -4.800262183,      -5.317702236,       -13.3697146,      -13.66930197,      -10.54031218,      -17.20695966,      -23.03509321,      -15.86488683,      -16.14154835,       -19.7919086,     -0.4365341272,      -1.324481618,       3.185335629,      0.2024522233,     -0.2678143438
          0,           0,         218,      -24.01520931,      -4.800663122,      -5.318103179,      -13.36541613,      -13.66492404,      -10.53794368,      -17.20717385,      -23.03507937,       -15.8651011,      -16.14157659,      -19.79218089,     -0.4370055499,      -1.325099895,       3.184549266,      0.2024919824,     -0.2686903879
          0,           0,         219,      -24.00496173,      -4.801062666,      -5.318502725,      -13.36113677,      -13.66056521,      -10.53558527,      -17.20735391,      -23.03505656,      -15.86528123,      -16.14157837,      -19.79241875,     -0.4374762357,      -1.325717825,       3.183763893,      0.2025319485,     -0.2695659301
          0,           0,         220,       -23.9947577,      -4.801460824,      -5.318900886,      -13.35687635,      -13.65622531,      -10.53323687,      -17.20753165,      -23.03502443,      -15.86545906,      -16.14157848,      -19.79265381,     -0.4379461871,        -1.3263354,       3.182979508,      0.2025721259,     -0.2704409336
          0,           0,         221,      -23.98459684,      -4.801857605,      -5.319297671,       -13.3526347,      -13.65190419,      -10.53089839,       -17.2077089,      -23.03498258,      -15.86563638,      -16.14157849,      -19.79288788,     -0.4384154064,      -1.326952611,        3.18219611,      0.2026125187,     -0.2713153782
          0,           0,         222,       -23.9744788,       -4.80225302,       -5.31969309,      -13.34841167,      -13.64760167,      -10.52856975,      -17.20788571,      -23.03493057,      -15.86581327,      -16.14157849,      -19.79312104,     -0.4388838959,      -1.327569452,       3.181413697,      0.2026531312,      -0.272189256
          0,           0,         223,      -23.96440321,      -4.802647078,      -5.320087151,      -13.34420708,       -13.6433176,      -10.52625086,      -17.20806209,      -23.03486798,      -15.86598973,      -16.14157849,      -19.79335329,     -0.4393516579,      -1.328185913,       3.180632266,      0.2026939675,     -0.2730625671
          0,           0,         224,      -23.95436971,      -4.803039789,      -5.320479865,      -13.34002078,      -13.63905181,      -10.52394165,      -17.20823691,      -23.03479435,      -15.86616462,       -16.1415776,      -19.79358351,     -0.4398186947,      -1.328801987,       3.179851815,      0.2027350319,     -0.2739353165
          0,           0,         225,      -23.94437796,      -4.803431161,       -5.32087124,      -13.33585262,      -13.63480416,      -10.52164202,      -17.20839168,      -23.03470914,      -15.86631947,      -16.14156148,       -19.7937933,     -0.4402850086,      -1.329417666,       3.179072343,      0.2027763285,     -0.2748075116
          0,           0,         226,      -23.93442759,      -4.803821204,      -5.321261287,      -13.33170243,      -13.63057447,      -10.51935191,      -17.20854122,      -23.03461192,      -15.86646908,      -16.14154205,       -19.7939974,     -0.4407506017,      -1.330032943,       3.178293848,      0.2028178616,     -0.2756791611
          0,           0,         227,      -23.92451828,      -4.804209926,      -5.321650013,      -13.32757006,      -13.62636261,      -10.51707123,      -17.20874422,      -23.03450246,      -15.86667216,      -16.14156362,      -19.79425434,     -0.4412154764,      -1.330647809,       3.177516328,      0.2028596355,     -0.2765502738
          0,           0,         228,      -23.91464968,      -4.804597338,      -5.322037428,      -13.32345537,      -13.62216842,      -10.51479991,      -17.20892966,      -23.03437989,      -15.86685768,      -16.14157223,      -19.79449333,     -0.4416796347,      -1.331262258,       3.176739781,      0.2029016542,     -0.2774208582
          0,           0,         229,      -23.90482146,      -4.804983448,      -5.322423541,       -13.3193582,      -13.61799175,      -10.51253786,      -17.20910798,      -23.03424375,      -15.86703607,      -16.14157575,      -19.79472479,     -0.4421430789,      -1.331876282,       3.175964205,      0.2029439222,     -0.2782909224
          0,           0,         230,      -23.89503329,      -4.805368263,       -5.32280836,       -13.3152784,      -13.61383245,      -10.51028502,      -17.20928322,      -23.03409349,       -15.8672114,      -16.14157724,      -19.79495276,     -0.4426058111,      -1.332489875,       3.175189599,      0.2029864435,     -0.2791604735
          0,           0,         231,      -23.88528484,      -4.805751794,      -5.323191894,      -13.31121584,      -13.60969038,      -10.50804131,      -17.20945698,      -23.03392853,      -15.86738523,      -16.14157789,      -19.79517881,     -0.4430678336,      -1.333103028,        3.17441596,      0.2030292224,     -0.2800295182
          0,           0,         232,      -23.87557578,      -4.806134048,      -5.323574152,      -13.30717036,      -13.60556539,      -10.50580664,      -17.20962988,      -23.03374829,      -15.86755821,      -16.14157819,      -19.79540358,     -0.4435291483,      -1.333715735,       3.173643287,      0.2030722631,     -0.2808980622
          0,           0,         233,      -23.86590581,      -4.806515034,      -5.323955141,      -13.30314182,      -13.60145735,      -10.50358096,      -17.20980219,      -23.03355212,      -15.86773059,      -16.14157833,      -19.79562735,     -0.4439897574,      -1.334327989,       3.172871577,      0.2031155699,     -0.2817661106
          0,           0,         234,      -23.85627461,      -4.806894761,      -5.324334871,      -13.29913008,      -13.59736611,      -10.50136419,      -17.20920306,      -23.03333609,      -15.86713147,      -16.14097542,       -19.7950805,     -0.4444496631,      -1.334939784,        3.17210083,       0.203159147,     -0.2826336679
          0,           0,         235,      -23.84668186,      -4.807273236,      -5.324713349,      -13.29513502,      -13.59329154,      -10.49915625,      -17.20947411,      -23.03310665,      -15.86740261,       -16.1410636,      -19.79540181,     -0.4449088673,      -1.335551112,       3.171331044,      0.2032029986,     -0.2835007381
          0,           0,         236,      -23.83712727,      -4.807650467,      -5.325090584,      -13.29115648,       -13.5892335,      -10.49695709,      -17.21030025,      -23.03286157,      -15.86822888,      -16.14156438,      -19.79627739,     -0.4453673721,      -1.336161967,       3.170562216,       0.203247129,     -0.2843673245
          0,           0,         237,      -23.82761052,      -4.808026462,      -5.325466583,      -13.28719433,      -13.58519185,      -10.49476661,      -17.21048642,       -23.0325951,      -15.86841513,      -16.14157808,      -19.79651339,     -0.4458251796,      -1.336772343,       3.169794345,      0.2032915424,     -0.2852334301
          0,           0,         238,      -23.81813132,       -4.80840123,      -5.325841354,      -13.28324844,      -13.58116646,      -10.49258477,      -17.21065665,       -23.0323093,      -15.86858543,      -16.14157847,      -19.79673307,     -0.4462822917,      -1.337382234,       3.169027429,      0.2033362429,     -0.2860990573
          0,           0,         239,      -23.80868938,      -4.808774778,      -5.326214906,      -13.27931868,       -13.5771572,      -10.49041149,      -17.21071917,      -23.03200295,      -15.86864802,      -16.14149539,       -19.7968447,     -0.4467387106,      -1.337991632,       3.168261468,       0.203381235,     -0.2869642084
          0,           0,         240,       -23.7992844,      -4.809147114,      -5.326587245,      -13.27540492,      -13.57316394,       -10.4882467,      -17.20996506,      -23.03167233,       -15.8678939,      -16.14078675,      -19.79613936,     -0.4471944381,      -1.338600532,       3.167496458,      0.2034265227,     -0.2878288851
          0,           0,         241,      -23.78991609,      -4.809518246,       -5.32695838,      -13.27150703,      -13.56918655,      -10.48609034,      -17.21008596,      -23.03132373,      -15.86801487,      -16.14073818,      -19.79630841,     -0.4476494762,      -1.339208927,       3.166732398,      0.2034721104,     -0.2886930891
          0,           0,         242,      -23.78058417,       -4.80988818,      -5.327328318,      -13.26762488,      -13.56522492,      -10.48394234,      -17.21061706,       -23.0309543,      -15.86854608,      -16.14103015,      -19.79688731,     -0.4481038269,      -1.339816813,       3.165969287,      0.2035180022,     -0.2895568216
          0,           0,         243,      -23.77128837,      -4.810256925,      -5.327697066,      -13.26375835,       -13.5612789,      -10.48180264,      -17.21109625,      -23.03056122,      -15.86902537,      -16.14127157,       -19.7974141,     -0.4485574921,      -1.340424182,       3.165207123,      0.2035642024,     -0.2904200837
          0,           0,         244,      -23.76202839,      -4.810624487,      -5.328064632,      -13.25990732,      -13.55734838,      -10.47967117,       -17.2116287,      -23.03014412,      -15.86955793,       -16.1415469,      -19.79799401,     -0.4490104737,      -1.341031029,       3.164445904,      0.2036107152,     -0.2912828763
          0,           0,         245,      -23.75280397,      -4.810990875,      -5.328431023,      -13.25607165,      -13.55343323,      -10.47754787,      -17.21146441,      -23.02969903,      -15.86939368,      -16.14129939,      -19.79787622,     -0.4494627737,      -1.341637348,       3.163685629,      0.2036575448,     -0.2921452001
          0,           0,         246,      -23.74361483,      -4.811356094,      -5.328796246,      -13.25225124,      -13.54953334,      -10.47543268,      -17.21149917,      -23.02922887,       -15.8694285,       -16.1412008,      -19.79795727,     -0.4499143939,      -1.342243134,       3.162926296,      0.2037046955,     -0.2930070556
          0,           0,         247,       -23.7344607,      -4.811720153,      -5.329160308,      -13.24844595,      -13.54564858,      -10.47332554,      -17.21167501,      -23.02873226,      -15.86960442,      -16.14120853,      -19.79817923,     -0.4503653362,      -1.342848381,       3.162167904,      0.2037521715,     -0.2938684434
          0,           0,         248,      -23.72534133,      -4.812083058,      -5.329523216,      -13.24465568,      -13.54177884,      -10.47122638,      -17.21212708,      -23.02820874,      -15.87005659,      -16.14141978,      -19.79867753,     -0.4508156024,      -1.343453083,       3.161410451,      0.2037999769,     -0.2947293636
          0,           0,         249,      -23.71625645,      -4.812444816,      -5.329884978,       -13.2408803,        -13.537924,      -10.46913515,      -17.21211022,      -23.02765432,      -15.87003978,      -16.14128206,      -19.79870577,     -0.4512651945,      -1.344057235,       3.160653935,      0.2038481161,     -0.2955898165
          0,           0,         250,      -23.70720579,      -4.812805434,      -5.330245599,       -13.2371197,      -13.53408394,      -10.46705178,      -17.21129448,      -23.02706681,      -15.86922403,      -16.14054225,      -19.79793306,     -0.4517141141,      -1.344660832,       3.159898356,      0.2038965933,     -0.2964498021
          0,           0,         251,      -23.69818911,      -4.813164919,      -5.330605087,      -13.23337377,      -13.53025856,      -10.46497622,      -17.21174192,      -23.02645354,      -15.86967157,       -16.1407561,      -19.79842568,     -0.4521623633,      -1.345263868,        3.15914371,      0.2039454125,     -0.2973093205
          0,           0,         252,      -23.68920615,      -4.813523276,      -5.330963448,       -13.2296424,      -13.52644774,      -10.46290841,      -17.21267651,      -23.02580994,       -15.8706063,      -16.14133407,      -19.79940657,     -0.4526099437,      -1.345866339,       3.158389998,      0.2039945782,     -0.2981683716
          0,           0,         253,      -23.68025666,      -4.813880514,      -5.331320689,      -13.22592547,      -13.52265137,      -10.46084829,      -17.21282474,      -23.02512993,       -15.8707546,      -16.14132523,       -19.7995989,     -0.4530568573,      -1.346468238,       3.157637216,      0.2040440944,     -0.2990269553
          0,           0,         254,       -23.6713404,      -4.814236637,      -5.331676816,      -13.22222286,      -13.51886933,      -10.45879581,      -17.21302455,      -23.02441601,      -15.87095448,      -16.14135221,      -19.79984264,     -0.4535031059,      -1.347069562,       3.156885364,      0.2040939654,     -0.2998850713
          0,           0,         255,      -23.66245711,      -4.814591653,      -5.332031836,      -13.21853449,      -13.51510153,       -10.4567509,      -17.21322399,      -23.02366674,        -15.871154,       -16.1413789,      -19.80008571,     -0.4539486913,      -1.347670305,       3.156134441,      0.2041441953,     -0.3007427194
          0,           0,         256,      -23.65360656,      -4.814945568,      -5.332385754,      -13.21486023,      -13.51134785,      -10.45471352,      -17.21342033,      -23.02288093,      -15.87135042,      -16.14140321,      -19.80032538,     -0.4543936152,      -1.348270463,       3.155384444,      0.2041947884,     -0.3015998993
          0,           0,         257,       -23.6447885,      -4.815298389,      -5.332738578,      -13.21119998,      -13.50760819,       -10.4526836,      -17.21370122,      -23.02205777,      -15.87163139,      -16.14149155,      -19.80064962,     -0.4548378796,       -1.34887003,       3.154635373,      0.2042457489,     -0.3024566107
          0,           0,         258,      -23.63600271,       -4.81565012,      -5.333090313,      -13.20755363,      -13.50388244,      -10.45066109,      -17.21391278,      -23.02119545,      -15.87184302,      -16.14152838,        -19.800904,      -0.455281486,      -1.349469001,       3.153887225,      0.2042970809,      -0.303312853
          0,           0,         259,      -23.62724894,      -4.816000769,      -5.333440965,      -13.20392108,       -13.5001705,      -10.44864595,      -17.21410453,      -23.02029299,      -15.87203484,      -16.14155067,      -19.80113823,     -0.4557244364,      -1.350067373,       3.153139999,      0.2043487886,      -0.304168626
          0,           0,         260,      -23.61852698,       -4.81635034,       -5.33379054,      -13.20030224,      -13.49647226,      -10.44663811,      -17.21427134,      -23.01934916,      -15.87220173,      -16.14155442,      -19.80134714,     -0.4561667324,      -1.350665141,       3.152393695,      0.2044008762,     -0.3050239291
          0,           0,         261,      -23.60983657,      -4.816698842,      -5.334139045,      -13.19669699,      -13.49278764,      -10.44463753,      -17.21438715,      -23.01836263,      -15.87231761,      -16.14152023,      -19.80150454,     -0.4566083758,      -1.351262299,        3.15164831,      0.2044533478,     -0.3058787618
          0,           0,         262,      -23.60117752,      -4.817046278,      -5.334486484,      -13.19310523,      -13.48911651,      -10.44264415,       -17.2145212,      -23.01733243,      -15.87245172,      -16.14149998,      -19.80167996,     -0.4570493682,      -1.351858845,       3.150903842,      0.2045062076,     -0.3067331236
          0,           0,         263,      -23.59254958,      -4.817392655,      -5.334832865,      -13.18952687,       -13.4854588,      -10.44065791,      -17.21467378,      -23.01625729,      -15.87260437,      -16.14149308,      -19.80187371,     -0.4574897114,      -1.352454772,       3.150160291,      0.2045594599,      -0.307587014
          0,           0,         264,      -23.58395253,      -4.817737979,      -5.335178192,      -13.18596181,      -13.48181439,      -10.43867878,      -17.21484507,      -23.01513595,      -15.87277573,      -16.14150054,      -19.80208598,      -0.457929407,      -1.353050078,       3.149417655,      0.2046131086,     -0.3084404323
